# File: CEDS_SO2_comb_EF.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Title: CEDS SO2 combustion emissions factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Units: in table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Source: CEDS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: CEDS output data for SO2 combustion emissions factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iso,sector,fuel,units,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
abw,1A2c_Ind-Comb-Chemicals,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2d_Ind-Comb-Pulp-paper,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2d_Ind-Comb-Pulp-paper,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2d_Ind-Comb-Pulp-paper,coal_coke,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2d_Ind-Comb-Pulp-paper,diesel_oil,kt/kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
abw,1A2d_Ind-Comb-Pulp-paper,hard_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2d_Ind-Comb-Pulp-paper,heavy_oil,kt/kt,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
abw,1A2d_Ind-Comb-Pulp-paper,light_oil,kt/kt,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
abw,1A2d_Ind-Comb-Pulp-paper,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2e_Ind-Comb-Food-tobacco,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2e_Ind-Comb-Food-tobacco,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2e_Ind-Comb-Food-tobacco,coal_coke,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2e_Ind-Comb-Food-tobacco,diesel_oil,kt/kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
abw,1A2e_Ind-Comb-Food-tobacco,hard_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2e_Ind-Comb-Food-tobacco,heavy_oil,kt/kt,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
abw,1A2e_Ind-Comb-Food-tobacco,light_oil,kt/kt,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
abw,1A2e_Ind-Comb-Food-tobacco,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2f_Ind-Comb-Non-metalic-minerals,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2f_Ind-Comb-Non-metalic-minerals,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2f_Ind-Comb-Non-metalic-minerals,coal_coke,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2f_Ind-Comb-Non-metalic-minerals,diesel_oil,kt/kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
abw,1A2f_Ind-Comb-Non-metalic-minerals,hard_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2f_Ind-Comb-Non-metalic-minerals,heavy_oil,kt/kt,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
abw,1A2f_Ind-Comb-Non-metalic-minerals,light_oil,kt/kt,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
abw,1A2f_Ind-Comb-Non-metalic-minerals,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2g_Ind-Comb-Construction,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-Construction,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2g_Ind-Comb-Construction,coal_coke,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-Construction,diesel_oil,kt/kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
abw,1A2g_Ind-Comb-Construction,hard_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2g_Ind-Comb-Construction,heavy_oil,kt/kt,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
abw,1A2g_Ind-Comb-Construction,light_oil,kt/kt,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
abw,1A2g_Ind-Comb-Construction,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2g_Ind-Comb-machinery,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-machinery,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2g_Ind-Comb-machinery,coal_coke,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-machinery,diesel_oil,kt/kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
abw,1A2g_Ind-Comb-machinery,hard_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2g_Ind-Comb-machinery,heavy_oil,kt/kt,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
abw,1A2g_Ind-Comb-machinery,light_oil,kt/kt,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
abw,1A2g_Ind-Comb-machinery,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2g_Ind-Comb-mining-quarying,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-mining-quarying,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2g_Ind-Comb-mining-quarying,coal_coke,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-mining-quarying,diesel_oil,kt/kt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
abw,1A2g_Ind-Comb-mining-quarying,hard_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
abw,1A2g_Ind-Comb-mining-quarying,heavy_oil,kt/kt,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
abw,1A2g_Ind-Comb-mining-quarying,light_oil,kt/kt,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
abw,1A2g_Ind-Comb-mining-quarying,natural_gas,kt/kt,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05,1.14E-05
abw,1A2g_Ind-Comb-other,biomass,kt/kt,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04
abw,1A2g_Ind-Comb-other,brown_coal,kt/kt,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
